timestamp,src_ip,dst_ip,port,protocol,bytes,label
2026-05-04 11:50:57.473699,192.168.1.19,10.0.0.14,80,UDP,4270,normal
2026-05-04 11:50:58.473699,192.168.1.239,10.0.0.7,8080,TCP,1837,normal
2026-05-04 11:50:59.473699,192.168.1.207,10.0.0.86,22,TCP,1970,normal
2026-05-04 11:51:00.473699,192.168.1.226,10.0.0.65,22,TCP,3980,normal
2026-05-04 11:51:01.473699,192.168.1.176,10.0.0.58,22,UDP,1613,normal
2026-05-04 11:51:02.473699,192.168.1.59,10.0.0.25,22,TCP,1515,normal
2026-05-04 11:51:03.473699,192.168.1.76,10.0.0.113,22,UDP,4341,normal
2026-05-04 11:51:04.473699,192.168.1.172,10.0.0.209,22,TCP,4996,normal
2026-05-04 11:51:05.473699,192.168.1.199,10.0.0.96,8080,TCP,4739,normal
2026-05-04 11:51:06.473699,192.168.1.223,10.0.0.241,8080,UDP,743,normal
2026-05-04 11:51:07.473699,192.168.1.104,10.0.0.84,8080,UDP,766,normal
2026-05-04 11:51:08.473699,192.168.1.40,10.0.0.149,9999,TCP,47202,suspicious
2026-05-04 11:51:09.473699,192.168.1.183,10.0.0.27,5555,TCP,21988,suspicious
2026-05-04 11:51:10.473699,192.168.1.94,10.0.0.170,9999,TCP,39969,suspicious
2026-05-04 11:51:11.473699,192.168.1.39,10.0.0.126,80,UDP,3957,normal
2026-05-04 11:51:12.473699,192.168.1.96,10.0.0.179,21,UDP,4096,normal
2026-05-04 11:51:13.473699,192.168.1.120,10.0.0.107,22,TCP,204,normal
2026-05-04 11:51:14.473699,192.168.1.236,10.0.0.136,21,UDP,1344,normal
2026-05-04 11:51:15.473699,192.168.1.148,10.0.0.120,21,TCP,4824,normal
2026-05-04 11:51:16.473699,192.168.1.56,10.0.0.121,443,TCP,1190,normal
2026-05-04 11:51:17.473699,192.168.1.126,10.0.0.128,21,UDP,4329,normal
2026-05-04 11:51:18.473699,192.168.1.40,10.0.0.54,80,UDP,1031,normal
2026-05-04 11:51:19.473699,192.168.1.192,10.0.0.14,80,TCP,4765,normal
2026-05-04 11:51:20.473699,192.168.1.105,10.0.0.204,80,UDP,245,normal
2026-05-04 11:51:21.473699,192.168.1.24,10.0.0.2,80,UDP,2444,normal
2026-05-04 11:51:22.473699,192.168.1.43,10.0.0.201,5555,TCP,59230,suspicious
2026-05-04 11:51:23.473699,192.168.1.14,10.0.0.193,443,TCP,3265,normal
2026-05-04 11:51:24.473699,192.168.1.201,10.0.0.107,22,UDP,3063,normal
2026-05-04 11:51:25.473699,192.168.1.253,10.0.0.132,21,TCP,1370,normal
2026-05-04 11:51:26.473699,192.168.1.237,10.0.0.79,80,UDP,3385,normal
2026-05-04 11:51:27.473699,192.168.1.228,10.0.0.22,22,TCP,2116,normal
2026-05-04 11:51:28.473699,192.168.1.182,10.0.0.164,443,TCP,4755,normal
2026-05-04 11:51:29.473699,192.168.1.249,10.0.0.18,8080,UDP,1472,normal
2026-05-04 11:51:30.473699,192.168.1.59,10.0.0.147,443,TCP,684,normal
2026-05-04 11:51:31.473699,192.168.1.82,10.0.0.150,21,UDP,1560,normal
2026-05-04 11:51:32.473699,192.168.1.161,10.0.0.201,21,TCP,2977,normal
2026-05-04 11:51:33.473699,192.168.1.181,10.0.0.33,443,UDP,1531,normal
2026-05-04 11:51:34.473699,192.168.1.73,10.0.0.203,443,TCP,4125,normal
2026-05-04 11:51:35.473699,192.168.1.111,10.0.0.228,22,TCP,1827,normal
2026-05-04 11:51:36.473699,192.168.1.162,10.0.0.99,8080,TCP,3937,normal
2026-05-04 11:51:37.473699,192.168.1.131,10.0.0.173,21,TCP,2103,normal
2026-05-04 11:51:38.473699,192.168.1.84,10.0.0.189,443,TCP,4018,normal
2026-05-04 11:51:39.473699,192.168.1.52,10.0.0.255,21,UDP,2993,normal
2026-05-04 11:51:40.473699,192.168.1.18,10.0.0.15,443,TCP,2187,normal
2026-05-04 11:51:41.473699,192.168.1.151,10.0.0.92,443,UDP,4777,normal
2026-05-04 11:51:42.473699,192.168.1.36,10.0.0.114,8080,TCP,2250,normal
2026-05-04 11:51:43.473699,192.168.1.255,10.0.0.120,9999,TCP,55008,suspicious
2026-05-04 11:51:44.473699,192.168.1.3,10.0.0.117,80,TCP,4924,normal
2026-05-04 11:51:45.473699,192.168.1.60,10.0.0.225,21,UDP,3007,normal
2026-05-04 11:51:46.473699,192.168.1.113,10.0.0.132,80,UDP,860,normal
2026-05-04 11:51:47.473699,192.168.1.21,10.0.0.105,22,UDP,523,normal
2026-05-04 11:51:48.473699,192.168.1.6,10.0.0.95,443,TCP,221,normal
2026-05-04 11:51:49.473699,192.168.1.33,10.0.0.201,21,TCP,2586,normal
2026-05-04 11:51:50.473699,192.168.1.43,10.0.0.181,4444,TCP,57858,suspicious
2026-05-04 11:51:51.473699,192.168.1.87,10.0.0.116,443,UDP,537,normal
2026-05-04 11:51:52.473699,192.168.1.116,10.0.0.34,8080,UDP,2649,normal
2026-05-04 11:51:53.473699,192.168.1.54,10.0.0.161,21,UDP,4800,normal
2026-05-04 11:51:54.473699,192.168.1.211,10.0.0.182,80,TCP,3992,normal
2026-05-04 11:51:55.473699,192.168.1.142,10.0.0.195,443,TCP,3716,normal
2026-05-04 11:51:56.473699,192.168.1.2,10.0.0.166,22,TCP,2653,normal
2026-05-04 11:51:57.473699,192.168.1.120,10.0.0.248,443,TCP,4894,normal
2026-05-04 11:51:58.473699,192.168.1.36,10.0.0.121,443,TCP,716,normal
2026-05-04 11:51:59.473699,192.168.1.228,10.0.0.52,80,TCP,4399,normal
2026-05-04 11:52:00.473699,192.168.1.215,10.0.0.136,80,UDP,4943,normal
2026-05-04 11:52:01.473699,192.168.1.31,10.0.0.171,22,UDP,4626,normal
2026-05-04 11:52:02.473699,192.168.1.107,10.0.0.41,8080,TCP,494,normal
2026-05-04 11:52:03.473699,192.168.1.192,10.0.0.140,443,TCP,3115,normal
2026-05-04 11:52:04.473699,192.168.1.222,10.0.0.168,443,UDP,2045,normal
2026-05-04 11:52:05.473699,192.168.1.88,10.0.0.135,22,TCP,1068,normal
2026-05-04 11:52:06.473699,192.168.1.90,10.0.0.17,5555,TCP,58189,suspicious
2026-05-04 11:52:07.473699,192.168.1.218,10.0.0.85,9999,TCP,73011,suspicious
2026-05-04 11:52:08.473699,192.168.1.226,10.0.0.65,22,UDP,4618,normal
2026-05-04 11:52:09.473699,192.168.1.188,10.0.0.191,4444,TCP,47644,suspicious
2026-05-04 11:52:10.473699,192.168.1.132,10.0.0.83,22,TCP,3045,normal
2026-05-04 11:52:11.473699,192.168.1.172,10.0.0.251,21,TCP,3129,normal
2026-05-04 11:52:12.473699,192.168.1.97,10.0.0.111,80,UDP,622,normal
2026-05-04 11:52:13.473699,192.168.1.205,10.0.0.49,80,UDP,4486,normal
2026-05-04 11:52:14.473699,192.168.1.86,10.0.0.6,443,TCP,2053,normal
2026-05-04 11:52:15.473699,192.168.1.51,10.0.0.140,443,UDP,521,normal
2026-05-04 11:52:16.473699,192.168.1.204,10.0.0.247,8080,TCP,562,normal
2026-05-04 11:52:17.473699,192.168.1.223,10.0.0.48,443,UDP,946,normal
2026-05-04 11:52:18.473699,192.168.1.182,10.0.0.86,80,UDP,1419,normal
2026-05-04 11:52:19.473699,192.168.1.213,10.0.0.159,8080,UDP,401,normal
2026-05-04 11:52:20.473699,192.168.1.129,10.0.0.150,22,UDP,2551,normal
2026-05-04 11:52:21.473699,192.168.1.170,10.0.0.158,21,TCP,1723,normal
2026-05-04 11:52:22.473699,192.168.1.203,10.0.0.205,22,TCP,3732,normal
2026-05-04 11:52:23.473699,192.168.1.180,10.0.0.143,80,TCP,1218,normal
2026-05-04 11:52:24.473699,192.168.1.41,10.0.0.39,443,TCP,4896,normal
2026-05-04 11:52:25.473699,192.168.1.192,10.0.0.45,21,UDP,3578,normal
2026-05-04 11:52:26.473699,192.168.1.162,10.0.0.207,443,UDP,1111,normal
2026-05-04 11:52:27.473699,192.168.1.80,10.0.0.203,80,UDP,302,normal
2026-05-04 11:52:28.473699,192.168.1.169,10.0.0.7,443,TCP,3588,normal
2026-05-04 11:52:29.473699,192.168.1.116,10.0.0.99,5555,TCP,57652,suspicious
2026-05-04 11:52:30.473699,192.168.1.47,10.0.0.117,443,UDP,3575,normal
2026-05-04 11:52:31.473699,192.168.1.148,10.0.0.198,8080,UDP,333,normal
2026-05-04 11:52:32.473699,192.168.1.165,10.0.0.84,22,UDP,1272,normal
2026-05-04 11:52:33.473699,192.168.1.128,10.0.0.19,22,UDP,445,normal
2026-05-04 11:52:34.473699,192.168.1.248,10.0.0.11,22,TCP,3107,normal
2026-05-04 11:52:35.473699,192.168.1.16,10.0.0.68,21,UDP,3263,normal
2026-05-04 11:52:36.473699,192.168.1.101,10.0.0.250,5555,TCP,71190,suspicious
2026-05-04 11:52:37.473699,192.168.1.174,10.0.0.53,22,TCP,4688,normal
2026-05-04 11:52:38.473699,192.168.1.130,10.0.0.4,22,TCP,411,normal
2026-05-04 11:52:39.473699,192.168.1.87,10.0.0.94,22,UDP,1125,normal
2026-05-04 11:52:40.473699,192.168.1.71,10.0.0.13,21,TCP,497,normal
2026-05-04 11:52:41.473699,192.168.1.102,10.0.0.79,21,TCP,2449,normal
2026-05-04 11:52:42.473699,192.168.1.63,10.0.0.236,21,UDP,4235,normal
2026-05-04 11:52:43.473699,192.168.1.247,10.0.0.76,8080,TCP,2397,normal
2026-05-04 11:52:44.473699,192.168.1.8,10.0.0.243,21,UDP,3540,normal
2026-05-04 11:52:45.473699,192.168.1.71,10.0.0.77,80,TCP,4435,normal
2026-05-04 11:52:46.473699,192.168.1.160,10.0.0.205,21,TCP,3013,normal
2026-05-04 11:52:47.473699,192.168.1.74,10.0.0.199,8080,TCP,2588,normal
2026-05-04 11:52:48.473699,192.168.1.171,10.0.0.203,8080,UDP,2563,normal
2026-05-04 11:52:49.473699,192.168.1.254,10.0.0.224,22,UDP,3230,normal
2026-05-04 11:52:50.473699,192.168.1.128,10.0.0.60,22,UDP,788,normal
2026-05-04 11:52:51.473699,192.168.1.59,10.0.0.164,22,UDP,3127,normal
2026-05-04 11:52:52.473699,192.168.1.254,10.0.0.91,21,UDP,4529,normal
2026-05-04 11:52:53.473699,192.168.1.206,10.0.0.125,80,UDP,962,normal
2026-05-04 11:52:54.473699,192.168.1.147,10.0.0.77,9999,TCP,50861,suspicious
2026-05-04 11:52:55.473699,192.168.1.90,10.0.0.225,80,TCP,943,normal
2026-05-04 11:52:56.473699,192.168.1.114,10.0.0.162,21,UDP,1720,normal
2026-05-04 11:52:57.473699,192.168.1.79,10.0.0.138,8080,TCP,4287,normal
2026-05-04 11:52:58.473699,192.168.1.66,10.0.0.208,21,UDP,508,normal
2026-05-04 11:52:59.473699,192.168.1.169,10.0.0.47,443,TCP,3607,normal
2026-05-04 11:53:00.473699,192.168.1.107,10.0.0.231,5555,TCP,75937,suspicious
2026-05-04 11:53:01.473699,192.168.1.132,10.0.0.34,8080,UDP,4328,normal
2026-05-04 11:53:02.473699,192.168.1.102,10.0.0.224,21,TCP,2800,normal
2026-05-04 11:53:03.473699,192.168.1.245,10.0.0.105,8080,TCP,1590,normal
2026-05-04 11:53:04.473699,192.168.1.25,10.0.0.34,21,UDP,3983,normal
2026-05-04 11:53:05.473699,192.168.1.76,10.0.0.144,9999,TCP,50330,suspicious
2026-05-04 11:53:06.473699,192.168.1.74,10.0.0.220,22,UDP,1994,normal
2026-05-04 11:53:07.473699,192.168.1.229,10.0.0.81,22,UDP,1746,normal
2026-05-04 11:53:08.473699,192.168.1.114,10.0.0.115,21,UDP,1037,normal
2026-05-04 11:53:09.473699,192.168.1.87,10.0.0.246,21,TCP,719,normal
2026-05-04 11:53:10.473699,192.168.1.114,10.0.0.108,80,UDP,3080,normal
2026-05-04 11:53:11.473699,192.168.1.2,10.0.0.29,21,TCP,1903,normal
2026-05-04 11:53:12.473699,192.168.1.245,10.0.0.6,4444,TCP,60057,suspicious
2026-05-04 11:53:13.473699,192.168.1.11,10.0.0.49,22,UDP,960,normal
2026-05-04 11:53:14.473699,192.168.1.35,10.0.0.139,21,TCP,1579,normal
2026-05-04 11:53:15.473699,192.168.1.208,10.0.0.126,4444,TCP,61515,suspicious
2026-05-04 11:53:16.473699,192.168.1.212,10.0.0.96,22,UDP,481,normal
2026-05-04 11:53:17.473699,192.168.1.77,10.0.0.126,80,TCP,1315,normal
2026-05-04 11:53:18.473699,192.168.1.171,10.0.0.230,443,TCP,3999,normal
2026-05-04 11:53:19.473699,192.168.1.227,10.0.0.176,21,TCP,4886,normal
2026-05-04 11:53:20.473699,192.168.1.20,10.0.0.51,443,UDP,3609,normal
2026-05-04 11:53:21.473699,192.168.1.95,10.0.0.130,22,UDP,3206,normal
2026-05-04 11:53:22.473699,192.168.1.65,10.0.0.235,21,UDP,951,normal
2026-05-04 11:53:23.473699,192.168.1.163,10.0.0.94,22,UDP,2056,normal
2026-05-04 11:53:24.473699,192.168.1.172,10.0.0.20,21,TCP,3560,normal
2026-05-04 11:53:25.473699,192.168.1.188,10.0.0.76,8080,UDP,573,normal
2026-05-04 11:53:26.473699,192.168.1.207,10.0.0.64,80,UDP,1219,normal
2026-05-04 11:53:27.473699,192.168.1.222,10.0.0.170,443,UDP,4070,normal
2026-05-04 11:53:28.473699,192.168.1.249,10.0.0.24,21,TCP,1528,normal
2026-05-04 11:53:29.473699,192.168.1.89,10.0.0.236,443,TCP,4581,normal
2026-05-04 11:53:30.473699,192.168.1.109,10.0.0.144,80,TCP,3335,normal
2026-05-04 11:53:31.473699,192.168.1.1,10.0.0.122,21,UDP,3777,normal
2026-05-04 11:53:32.473699,192.168.1.214,10.0.0.96,443,TCP,3165,normal
2026-05-04 11:53:33.473699,192.168.1.48,10.0.0.181,21,TCP,4233,normal
2026-05-04 11:53:34.473699,192.168.1.64,10.0.0.110,443,UDP,4186,normal
2026-05-04 11:53:35.473699,192.168.1.67,10.0.0.56,80,UDP,4442,normal
2026-05-04 11:53:36.473699,192.168.1.62,10.0.0.173,5555,TCP,24802,suspicious
2026-05-04 11:53:37.473699,192.168.1.97,10.0.0.43,21,TCP,1539,normal
2026-05-04 11:53:38.473699,192.168.1.194,10.0.0.89,443,TCP,757,normal
2026-05-04 11:53:39.473699,192.168.1.41,10.0.0.114,22,TCP,4047,normal
2026-05-04 11:53:40.473699,192.168.1.86,10.0.0.48,80,UDP,3299,normal
2026-05-04 11:53:41.473699,192.168.1.178,10.0.0.236,80,TCP,2973,normal
2026-05-04 11:53:42.473699,192.168.1.120,10.0.0.155,80,UDP,3860,normal
2026-05-04 11:53:43.473699,192.168.1.99,10.0.0.140,8080,UDP,2607,normal
2026-05-04 11:53:44.473699,192.168.1.95,10.0.0.139,21,TCP,481,normal
2026-05-04 11:53:45.473699,192.168.1.240,10.0.0.66,5555,TCP,21871,suspicious
2026-05-04 11:53:46.473699,192.168.1.58,10.0.0.31,22,TCP,1932,normal
2026-05-04 11:53:47.473699,192.168.1.37,10.0.0.90,4444,TCP,50079,suspicious
2026-05-04 11:53:48.473699,192.168.1.99,10.0.0.16,21,TCP,904,normal
2026-05-04 11:53:49.473699,192.168.1.95,10.0.0.185,80,UDP,2892,normal
2026-05-04 11:53:50.473699,192.168.1.180,10.0.0.143,80,UDP,2268,normal
2026-05-04 11:53:51.473699,192.168.1.130,10.0.0.53,80,UDP,4527,normal
2026-05-04 11:53:52.473699,192.168.1.71,10.0.0.27,80,UDP,4095,normal
2026-05-04 11:53:53.473699,192.168.1.202,10.0.0.146,443,UDP,1054,normal
2026-05-04 11:53:54.473699,192.168.1.126,10.0.0.20,22,UDP,1856,normal
2026-05-04 11:53:55.473699,192.168.1.54,10.0.0.92,9999,TCP,35245,suspicious
2026-05-04 11:53:56.473699,192.168.1.91,10.0.0.156,443,UDP,3465,normal
2026-05-04 11:53:57.473699,192.168.1.188,10.0.0.85,8080,TCP,2480,normal
2026-05-04 11:53:58.473699,192.168.1.231,10.0.0.31,21,UDP,4318,normal
2026-05-04 11:53:59.473699,192.168.1.8,10.0.0.185,80,TCP,1651,normal
2026-05-04 11:54:00.473699,192.168.1.154,10.0.0.90,22,TCP,1639,normal
2026-05-04 11:54:01.473699,192.168.1.138,10.0.0.91,80,TCP,4922,normal
2026-05-04 11:54:02.473699,192.168.1.48,10.0.0.90,443,TCP,2770,normal
2026-05-04 11:54:03.473699,192.168.1.223,10.0.0.168,21,UDP,634,normal
2026-05-04 11:54:04.473699,192.168.1.152,10.0.0.116,21,TCP,1630,normal
2026-05-04 11:54:05.473699,192.168.1.59,10.0.0.131,21,TCP,3169,normal
2026-05-04 11:54:06.473699,192.168.1.213,10.0.0.134,21,UDP,1441,normal
2026-05-04 11:54:07.473699,192.168.1.88,10.0.0.96,22,TCP,1440,normal
2026-05-04 11:54:08.473699,192.168.1.177,10.0.0.243,80,UDP,965,normal
2026-05-04 11:54:09.473699,192.168.1.208,10.0.0.3,443,TCP,2856,normal
2026-05-04 11:54:10.473699,192.168.1.1,10.0.0.232,80,TCP,3054,normal
2026-05-04 11:54:11.473699,192.168.1.9,10.0.0.110,22,TCP,3083,normal
2026-05-04 11:54:12.473699,192.168.1.72,10.0.0.105,8080,TCP,4448,normal
2026-05-04 11:54:13.473699,192.168.1.106,10.0.0.225,8080,TCP,2720,normal
2026-05-04 11:54:14.473699,192.168.1.124,10.0.0.6,9999,TCP,38903,suspicious
2026-05-04 11:54:15.473699,192.168.1.236,10.0.0.168,21,TCP,4177,normal
2026-05-04 11:54:16.473699,192.168.1.144,10.0.0.67,9999,TCP,67434,suspicious
2026-05-04 11:54:17.473699,192.168.1.59,10.0.0.186,80,UDP,262,normal
2026-05-04 11:54:18.473699,192.168.1.232,10.0.0.185,80,TCP,4771,normal
2026-05-04 11:54:19.473699,192.168.1.153,10.0.0.21,443,UDP,2629,normal
2026-05-04 11:54:20.473699,192.168.1.164,10.0.0.111,22,TCP,4917,normal
2026-05-04 11:54:21.473699,192.168.1.45,10.0.0.246,8080,TCP,3155,normal
2026-05-04 11:54:22.473699,192.168.1.26,10.0.0.117,22,TCP,385,normal
2026-05-04 11:54:23.473699,192.168.1.246,10.0.0.107,21,UDP,1866,normal
2026-05-04 11:54:24.473699,192.168.1.105,10.0.0.44,9999,TCP,52581,suspicious
